sortie,type,axis,t_start,t_end,duration_s,amplitudes
S047_3,step,roll,12780251.15,12780256.1,4.95,1.25
S047_3,step,roll,12780262.2,12780278.8,16.6,1.05
S047_3,step,roll,12780281.5,12780287.1,5.6,0.83
S047_3,step,pitch,12780316.6,12780331.0,14.4,3.14
S047_3,step,roll,12780342.0,12780350.8,8.8,1.62
S047_3,step,roll,12780358.2,12780364.2,6.0,3.89
S047_3,step,roll,12780378.0,12780384.8,6.8,2.3
S047_3,step,roll,12780389.5,12780405.6,16.1,2.64
S047_3,step,roll,12780408.9,12780417.0,8.1,2.03
S047_3,step,roll,12780420.0,12780424.5,4.5,1.46
S047_3,step,yaw,12780436.6,12780464.6,28.0,1.47
S047_3,step,roll,12780469.8,12780475.2,5.4,1.99
S047_3,step,roll,12780483.4,12780497.5,14.1,1.82
S047_3,step,pitch,12780494.5,12780500.3,5.8,1.91
S047_3,step,roll,12780500.3,12780505.8,5.5,1.64
S047_3,step,pitch,12780501.3,12780506.4,5.1,2.8
S047_3,step,roll,12780508.6,12780516.9,8.3,2.69
S047_3,step,roll,12780519.0,12780534.7,15.7,1.59
S047_3,step,yaw,12780544.6,12780590.5,45.9,1.35
S047_3,step,roll,12780594.5,12780602.5,8.0,3.21
S047_3,step,roll,12780610.8,12780616.6,5.8,1.3
S047_3,step,roll,12780624.6,12780660.7,36.1,1.5
S047_3,step,yaw,12780675.5,12780718.6,43.1,1.42
S047_3,step,roll,12780732.9,12780738.3,5.4,2.82
S047_3,step,roll,12780746.8,12780760.6,13.8,1.28
S047_3,step,roll,12780771.7,12780779.8,8.1,1.92
S047_3,step,yaw,12780782.0,12780830.5,48.5,1.54
S047_3,step,pitch,12780834.9,12780840.9,6.0,4.12
S047_3,step,roll,12780835.4,12780841.3,5.9,3.91
S047_3,step,roll,12780843.7,12780854.8,11.1,2.78
S047_3,step,roll,12780892.0,12780896.3,4.3,1.2
S047_3,step,roll,12780920.7,12780995.8,75.1,1.63
S047_3,step,yaw,12780940.5,12780992.5,52.0,1.3
S047_3,step,yaw,12781040.3,12781074.7,34.4,1.3
S047_3,step,pitch,12781119.7,12781128.9,9.2,2.02
S047_3,step,pitch,12781131.6,12781213.3,81.7,3.26
S047_3,step,roll,12781138.4,12781197.6,59.2,1.35
S047_3,step,roll,12781198.19,12781218.4,20.21,0.96
S047_3,step,pitch,12781215.6,12781303.0,87.4,3.44
S047_3,step,roll,12781223.1,12781233.0,9.9,1.71
S047_3,step,roll,12781245.28,12781280.3,35.02,0.94
S047_3,step,roll,12781286.7,12781294.7,8.0,0.91
S047_3,step,roll,12781296.2,12781315.8,19.6,1.61
S047_3,step,roll,12781322.4,12781332.2,9.8,1.28
S047_3,step,roll,12781333.8,12781348.9,15.1,1.11
S047_3,step,roll,12781350.6,12781357.8,7.2,1.05
S047_3,step,roll,12781358.81,12781396.3,37.49,1.06
S047_3,step,roll,12781397.58,12781414.1,16.52,2.42
S047_3,step,pitch,12781405.8,12781460.5,54.7,2.92
S047_3,step,roll,12781419.1,12781429.7,10.6,1.29
S047_3,step,roll,12781431.9,12781444.5,12.6,1.17
S047_3,step,roll,12781449.1,12781455.4,6.3,2.14
S047_3,step,roll,12781464.0,12781468.8,4.8,2.02
S047_3,step,roll,12781472.3,12781485.1,12.8,1.54
S047_3,step,roll,12781487.6,12781501.2,13.6,2.16
S047_3,step,roll,12781531.7,12781546.6,14.9,1.32
S047_3,step,roll,12781596.0,12781601.3,5.3,1.38
S047_3,step,roll,12781616.3,12781621.3,5.0,0.95
S047_3,step,roll,12781735.4,12781740.9,5.5,1.83
S047_3,step,roll,12781770.6,12781779.7,9.1,1.54
S047_3,step,roll,12781784.9,12781793.1,8.2,1.06
S047_3,step,roll,12781815.0,12781821.2,6.2,1.62
S047_3,step,roll,12781829.5,12781837.8,8.3,1.92
S047_3,step,roll,12781840.1,12781844.5,4.4,3.75
S047_3,step,roll,12781848.2,12781857.2,9.0,4.06
S047_3,step,roll,12781860.0,12781865.2,5.2,2.2
S047_3,step,roll,12781870.0,12781875.3,5.3,2.41
S047_3,step,yaw,12781917.5,12781964.7,47.2,14.05
S047_3,step,roll,12781918.1,12781945.4,27.3,11.26
S047_3,step,roll,12781947.4,12781955.7,8.3,6.7
S047_3,step,yaw,12781969.7,12781975.4,5.7,6.6
S047_3,step,yaw,12781976.34,12782001.1,24.76,11.12
S047_3,step,yaw,12782004.0,12782018.0,14.0,6.7
S047_3,step,yaw,12782062.18,12782067.3,5.12,5.49
S047_3,step,yaw,12782123.2,12782131.3,8.1,6.87
S047_3,step,yaw,12782131.3,12782141.5,10.2,13.56
S047_3,step,yaw,12782175.71,12782184.0,8.29,3.98
S047_3,step,yaw,12782190.8,12782202.4,11.6,19.04
S047_3,step,yaw,12782211.7,12782228.2,16.5,17.9
S048_2,step,roll,12842152.0,12842187.9,35.9,1.88
S048_2,step,roll,12842205.7,12842254.9,49.2,1.73
S048_2,step,roll,12842288.6,12842300.5,11.9,0.83
S048_2,step,roll,12842349.3,12842359.7,10.4,0.97
S048_2,step,yaw,12842545.3,12842551.8,6.5,20.87
S048_2,step,yaw,12842593.1,12842599.6,6.5,2.83
S048_2,step,yaw,12842604.8,12842637.0,32.2,3.66
S048_2,step,yaw,12842642.8,12842649.3,6.5,5.8
S048_2,step,yaw,12842650.6,12842659.6,9.0,17.82
S048_2,step,yaw,12842739.0,12842746.5,7.5,6.75
S048_2,step,yaw,12842772.5,12842778.0,5.5,4.81
S048_2,step,yaw,12842779.4,12842785.7,6.3,8.83
S048_2,step,yaw,12842793.6,12842800.3,6.7,5.31
S048_2,step,yaw,12842806.5,12842814.2,7.7,19.95
S048_2,step,yaw,12842814.2,12842827.8,13.6,12.77
S048_2,step,yaw,12842833.8,12842840.2,6.4,7.44
S048_2,step,yaw,12842863.1,12842876.3,13.2,7.91
S048_2,step,yaw,12842882.3,12842888.4,6.1,6.18
S048_2,step,yaw,12842892.3,12842900.0,7.7,3.99
S048_2,step,yaw,12842905.8,12842919.4,13.6,25.16
S048_2,step,yaw,12842920.96,12843009.0,88.04,17.62
S048_2,step,yaw,12843012.3,12843018.1,5.8,6.57
S048_2,step,yaw,12843019.0,12843035.7,16.7,7.29
S048_2,step,roll,12843042.4,12843064.5,22.1,11.97
S048_2,step,pitch,12843065.3,12843087.7,22.4,7.4
S048_2,step,yaw,12843073.5,12843081.7,8.2,2.51
S048_2,step,roll,12843084.0,12843093.7,9.7,5.16
S048_2,step,pitch,12843151.0,12843173.7,22.7,2.4
S048_2,step,pitch,12843174.9,12843192.3,17.4,2.46
S048_2,step,roll,12843191.2,12843199.03,7.83,4.47
S048_2,step,pitch,12843194.2,12843200.0,5.8,2.15
S048_2,step,pitch,12843202.4,12843231.8,29.4,2.31
S048_2,step,pitch,12843232.7,12843241.9,9.2,2.13
S048_2,step,roll,12843257.1,12843267.6,10.5,2.33
S048_2,step,roll,12843272.8,12843287.0,14.2,1.75
S048_2,step,roll,12843290.5,12843298.0,7.5,1.78
S048_2,step,roll,12843298.58,12843324.0,25.42,1.35
S048_2,step,roll,12843334.5,12843346.8,12.3,1.57
S048_2,step,roll,12843353.4,12843379.6,26.2,2.94
S048_2,step,roll,12843379.6,12843384.9,5.3,1.64
S048_2,step,roll,12843463.3,12843490.1,26.8,1.24
S048_2,step,roll,12843490.8,12843497.0,6.2,0.96
S048_2,step,roll,12843504.9,12843523.4,18.5,0.99
S048_2,step,roll,12843528.0,12843540.2,12.2,1.14
S048_2,step,roll,12843545.0,12843570.5,25.5,1.53
S048_2,step,roll,12843571.49,12843647.0,75.51,1.01
S048_2,step,roll,12843657.8,12843670.6,12.8,1.13
S048_2,step,roll,12843677.6,12843698.0,20.4,1.63
S048_2,step,roll,12843700.2,12843772.2,72.0,1.13
S048_2,step,roll,12843808.0,12843813.4,5.4,0.89
S048_2,step,roll,12843927.6,12843934.1,6.5,1.06
S048_2,step,roll,12844054.2,12844062.3,8.1,1.14
S048_2,step,roll,12844065.7,12844071.4,5.7,1.41
S048_2,step,roll,12844074.3,12844086.1,11.8,1.85
S048_2,step,roll,12844088.5,12844136.1,47.6,2.72
S048_2,step,roll,12844239.4,12844270.0,30.6,2.6
S048_2,step,roll,12844306.1,12844371.3,65.2,1.22
S048_2,step,roll,12844374.7,12844390.2,15.5,3.69
S048_2,step,roll,12844395.1,12844424.5,29.4,1.83
S048_2,step,roll,12844427.9,12844436.5,8.6,5.37
S048_2,step,roll,12844436.5,12844441.7,5.2,2.67
S048_2,step,yaw,12844450.3,12844514.7,64.4,1.64
S048_2,step,roll,12844482.7,12844500.6,17.9,0.97
S048_2,step,roll,12844506.9,12844514.5,7.6,1.01
S048_2,step,roll,12844522.3,12844530.4,8.1,2.92
S048_2,step,roll,12844533.6,12844572.0,38.4,2.9
S048_2,step,roll,12844582.9,12844591.0,8.1,3.06
S048_2,step,yaw,12844594.5,12844651.7,57.2,1.39
S048_2,step,roll,12844652.8,12844658.1,5.3,6.61
S048_2,step,roll,12844659.1,12844667.2,8.1,1.88
S048_2,step,roll,12844678.5,12844694.0,15.5,1.96
S048_2,step,roll,12844695.7,12844700.9,5.2,1.17
S048_2,step,roll,12844719.7,12844724.9,5.2,1.14
S048_2,step,yaw,12844735.1,12844800.4,65.3,1.69
S048_2,step,roll,12844754.2,12844804.8,50.6,8.45
S048_2,step,roll,12844811.3,12844838.1,26.8,3.37
S048_2,step,roll,12844958.3,12844974.9,16.6,4.43
S048_2,step,roll,12844999.5,12845012.2,12.7,1.5
S048_2,step,yaw,12845040.6,12845078.3,37.7,1.44
S048_2,step,roll,12845065.3,12845083.7,18.4,4.37
S048_2,step,roll,12845147.1,12845155.8,8.7,1.2
S048_2,step,roll,12845250.1,12845257.0,6.9,0.93
S048_2,step,roll,12845332.5,12845383.8,51.3,1.38
S048_2,step,roll,12845385.6,12845395.9,10.3,1.65
S048_2,step,roll,12845404.6,12845413.2,8.6,1.25
S048_2,step,roll,12845433.8,12845481.8,48.0,1.88
S048_2,step,yaw,12845440.4,12845481.0,40.6,1.19
S048_2,step,roll,12845565.9,12845638.2,72.3,1.89
S048_2,step,roll,12845640.5,12845660.3,19.8,0.98
S048_2,step,roll,12845667.2,12845720.4,53.2,4.42
S048_2,step,yaw,12845680.9,12845715.8,34.9,1.43
S048_2,step,yaw,12845749.6,12845791.5,41.9,1.58
S048_2,step,yaw,12845847.4,12845860.2,12.8,1.12
S048_2,step,yaw,12845878.3,12845924.7,46.4,1.77
S048_2,step,roll,12845938.4,12845964.18,25.78,5.39
S048_2,step,yaw,12845984.7,12846019.3,34.6,1.58
S048_2,step,roll,12846052.2,12846065.6,13.4,1.68
S048_2,step,roll,12846123.8,12846137.5,13.7,3.99
S048_2,step,roll,12846179.1,12846188.4,9.3,0.97
S048_2,step,roll,12846190.7,12846214.1,23.4,3.74
S048_2,step,roll,12846225.0,12846232.5,7.5,1.15
S048_2,step,roll,12846240.5,12846247.3,6.8,2.41
S048_2,step,roll,12846256.9,12846282.4,25.5,5.15
S048_2,step,roll,12846298.8,12846309.4,10.6,1.82
S048_2,step,roll,12846320.2,12846374.4,54.2,4.94
S048_2,step,roll,12846382.9,12846389.2,6.3,2.1
S048_2,step,roll,12846400.1,12846410.4,10.3,0.88
S048_2,step,roll,12846412.2,12846419.6,7.4,0.85
S048_2,step,roll,12846420.7,12846427.5,6.8,0.83
S048_2,step,roll,12846461.7,12846470.3,8.6,1.11
S048_2,step,roll,12846478.4,12846501.3,22.9,1.62
S048_2,step,roll,12846532.3,12846560.8,28.5,3.06
S048_2,step,pitch,12846562.5,12846570.0,7.5,2.53
S048_2,step,roll,12846563.2,12846577.3,14.1,1.44
S048_2,step,roll,12846581.0,12846597.7,16.7,1.85
S048_2,step,roll,12846599.0,12846606.1,7.1,1.51
S048_2,step,roll,12846607.8,12846614.7,6.9,3.12
S048_2,step,roll,12846620.1,12846625.7,5.6,0.86
S048_2,step,roll,12846645.4,12846683.9,38.5,4.82
S048_2,step,roll,12846717.7,12846765.6,47.9,1.3
S048_2,step,roll,12846769.1,12846789.7,20.6,2.84
S048_2,step,roll,12846791.5,12846854.5,63.0,1.26
S048_2,step,roll,12846858.4,12846873.4,15.0,3.15
S048_2,step,roll,12846883.5,12846925.3,41.8,1.54
S048_2,step,roll,12846928.7,12846953.9,25.2,3.81
S048_2,step,roll,12846956.3,12846968.2,11.9,1.73
S048_2,step,roll,12846980.2,12847014.2,34.0,2.95
S048_2,step,roll,12847030.3,12847045.2,14.9,2.97
S048_2,step,roll,12847046.1,12847055.6,9.5,1.64
S048_2,step,roll,12847057.5,12847074.3,16.8,1.8
S048_2,step,roll,12847076.4,12847083.1,6.7,2.54
S048_2,step,roll,12847091.8,12847121.0,29.2,1.99
S048_2,step,roll,12847126.2,12847152.1,25.9,1.41
S048_2,step,roll,12847153.6,12847205.3,51.7,5.57
S048_2,step,yaw,12847156.9,12847201.6,44.7,1.3
S048_2,step,roll,12847216.0,12847223.2,7.2,1.27
S048_2,step,yaw,12847223.7,12847264.6,40.9,1.3
S048_2,step,roll,12847225.76,12847264.3,38.54,1.62
S048_2,step,roll,12847266.9,12847277.9,11.0,2.91
S048_3,step,roll,12851013.2,12851024.9,11.7,1.22
S048_3,step,yaw,12851021.5,12851038.5,17.0,18.87
S048_3,step,yaw,12851046.3,12851053.2,6.9,4.06
S048_3,step,yaw,12851063.5,12851071.7,8.2,5.21
S048_3,step,yaw,12851117.1,12851123.8,6.7,6.2
S048_3,step,yaw,12851131.3,12851138.6,7.3,17.8
S048_3,step,yaw,12851138.6,12851149.7,11.1,17.81
S048_3,step,roll,12851149.7,12851182.5,32.8,2.35
S048_3,step,yaw,12851171.95,12851177.6,5.65,7.23
S048_3,step,yaw,12851231.0,12851242.1,11.1,16.78
S048_3,step,yaw,12851253.0,12851274.6,21.6,3.88
S048_3,step,yaw,12851282.6,12851294.9,12.3,5.96
S048_3,step,yaw,12851295.7,12851303.6,7.9,8.87
S048_3,step,roll,12851312.1,12851330.0,17.9,5.8
S048_3,step,pitch,12851327.11,12851360.1,32.99,6.53
S048_3,step,roll,12851338.7,12851344.3,5.6,3.66
S048_3,step,roll,12851352.0,12851360.6,8.6,3.5
S048_3,step,roll,12851478.6,12851485.7,7.1,1.82
S048_3,step,roll,12851541.4,12851552.4,11.0,2.02
S048_3,step,roll,12851561.8,12851576.0,14.2,2.27
S048_3,step,roll,12851596.0,12851607.8,11.8,3.63
S048_3,step,roll,12851648.5,12851659.3,10.8,0.93
S048_3,step,roll,12851721.7,12851727.3,5.6,1.14
S048_3,step,roll,12851739.1,12851751.9,12.8,4.5
S048_3,step,roll,12851751.9,12851762.7,10.8,3.74
S048_3,step,yaw,12851759.39,12851779.5,20.11,1.56
S048_3,step,roll,12851836.6,12851844.3,7.7,1.19
S048_3,step,roll,12851960.7,12851969.9,9.2,5.0
S048_3,step,roll,12851969.9,12851995.8,25.9,2.82
S048_3,step,yaw,12851978.6,12852004.4,25.8,1.42
S048_3,step,yaw,12852004.4,12852014.3,9.9,4.27
S048_3,step,pitch,12852006.7,12852012.7,6.0,1.85
S048_3,step,roll,12852006.9,12852017.9,11.0,6.53
S048_3,step,yaw,12852016.8,12852094.3,77.5,0.99
S048_3,step,roll,12852029.0,12852039.1,10.1,0.97
S048_3,step,roll,12852054.94,12852061.8,6.86,0.85
S048_3,step,roll,12852077.1,12852093.5,16.4,0.98
S048_3,step,yaw,12852095.6,12852122.8,27.2,1.49
S048_3,step,yaw,12852122.8,12852132.5,9.7,3.44
S048_3,step,roll,12852125.1,12852139.2,14.1,5.93
S048_3,step,yaw,12852132.5,12852184.2,51.7,1.08
S048_3,step,roll,12852139.9,12852145.7,5.8,1.27
S048_3,step,yaw,12852187.9,12852221.7,33.8,1.32
S048_3,step,yaw,12852221.7,12852232.2,10.5,3.92
S048_3,step,roll,12852224.8,12852235.9,11.1,6.88
S048_3,step,pitch,12852243.2,12852249.4,6.2,3.37
S048_3,step,yaw,12852243.3,12852266.5,23.2,0.97
S048_3,step,roll,12852368.9,12852376.3,7.4,1.91
S048_3,step,roll,12852409.6,12852418.2,8.6,2.54
S048_3,step,roll,12852601.7,12852609.1,7.4,7.59
S048_3,step,roll,12852731.0,12852738.4,7.4,0.99
S048_3,step,yaw,12852761.6,12852845.5,83.9,4.73
S048_3,step,roll,12852764.3,12852775.1,10.8,6.55
S048_3,step,roll,12852778.0,12852804.6,26.6,2.44
S048_3,step,roll,12852808.0,12852819.7,11.7,3.02
S048_3,step,roll,12852823.4,12852844.0,20.6,1.7
S048_3,step,yaw,12852862.9,12852886.2,23.3,4.27
S048_3,step,roll,12852864.0,12852876.7,12.7,6.03
S048_3,step,roll,12852882.5,12852889.9,7.4,1.32
S048_3,step,yaw,12852904.5,12852911.7,7.2,1.07
S048_3,step,yaw,12852911.7,12852918.5,6.8,3.48
S048_3,step,roll,12852929.7,12852937.9,8.2,0.96
S048_3,step,roll,12852952.0,12852959.1,7.1,1.13
S048_3,step,roll,12853218.7,12853244.5,25.8,8.54
S048_3,step,pitch,12853233.5,12853240.5,7.0,2.72
S048_3,step,roll,12853253.5,12853275.7,22.2,3.29
S048_3,step,roll,12853285.2,12853329.5,44.3,1.92
S048_3,step,roll,12853366.5,12853435.3,68.8,2.11
S048_3,step,roll,12853451.4,12853465.4,14.0,1.33
S048_3,step,roll,12853477.6,12853484.7,7.1,1.46
S048_3,step,roll,12853488.4,12853495.8,7.4,1.15
S048_3,step,yaw,12853659.3,12853671.2,11.9,2.03
S048_3,step,roll,12853662.0,12853672.4,10.4,2.9
S048_3,step,roll,12853688.7,12853721.0,32.3,2.54
S048_3,step,yaw,12853691.6,12853710.7,19.1,1.08
S048_3,step,roll,12853743.3,12853778.3,35.0,0.93
S048_3,step,roll,12853968.7,12853974.3,5.6,0.99
S048_3,step,roll,12853983.4,12854068.4,85.0,1.02
S048_3,step,yaw,12854066.1,12854074.9,8.8,1.52
S048_3,step,roll,12854068.4,12854079.5,11.1,2.32
S048_3,step,roll,12854105.3,12854113.3,8.0,1.38
S048_3,step,roll,12854122.1,12854140.1,18.0,2.4
S048_3,step,roll,12854153.4,12854162.2,8.8,0.99
S048_3,step,yaw,12854278.9,12854346.6,67.7,1.36
S048_3,step,roll,12854367.74,12854414.8,47.06,3.14
S048_3,step,yaw,12854378.2,12854392.8,14.6,1.72
S048_3,step,yaw,12854400.8,12854412.0,11.2,1.04
S048_3,step,roll,12854785.22,12854796.2,10.98,1.48
S048_3,step,roll,12854803.6,12854824.6,21.0,0.99
S048_3,step,roll,12855058.6,12855102.4,43.8,2.04
S048_3,step,roll,12855112.5,12855129.5,17.0,1.17
S048_3,step,roll,12855133.1,12855167.9,34.8,1.39
S048_3,step,roll,12855172.5,12855184.2,11.7,1.99
S048_3,step,roll,12855206.1,12855213.1,7.0,1.01
S048_3,step,roll,12855217.4,12855234.3,16.9,1.92
S048_3,step,roll,12855235.3,12855305.2,69.9,2.52
S048_3,step,yaw,12855307.2,12855339.2,32.0,1.28
S048_3,step,roll,12855308.4,12855343.0,34.6,1.85
S048_3,step,roll,12855409.5,12855424.3,14.8,2.7
S048_3,step,roll,12855428.0,12855464.6,36.6,0.95
S048_3,step,roll,12855547.6,12855590.6,43.0,1.06
S048_3,step,roll,12855620.1,12855627.5,7.4,0.99
S048_3,step,yaw,12855634.8,12855654.7,19.9,0.93
S048_3,step,yaw,12855655.5,12855731.0,75.5,0.94
S048_3,step,yaw,12855737.0,12855745.5,8.5,1.06
S048_3,step,roll,12855749.3,12855800.0,50.7,2.57
S048_3,step,yaw,12855751.9,12855797.5,45.6,0.94
S048_3,step,roll,12855963.7,12856037.6,73.9,2.9
S048_3,step,yaw,12856037.5,12856048.0,10.5,1.28
S048_3,step,roll,12856048.7,12856056.1,7.4,2.71
S048_3,step,yaw,12856055.9,12856066.8,10.9,1.17
S048_3,step,roll,12856067.2,12856122.6,55.4,2.59
S048_3,step,yaw,12856070.6,12856118.9,48.3,1.03
S048_3,step,yaw,12856122.6,12856131.9,9.3,1.19
S048_3,step,roll,12856242.5,12856260.4,17.9,1.31
S048_3,step,roll,12856263.7,12856270.3,6.6,1.12
S048_3,step,roll,12856280.9,12856319.1,38.2,1.03
S048_3,step,roll,12856320.7,12856329.5,8.8,1.05
S048_3,step,yaw,12856325.4,12856336.7,11.3,1.17
S048_3,step,yaw,12856346.6,12856380.1,33.5,1.02
S048_3,step,roll,12856347.2,12856380.1,32.9,1.31
S048_3,step,roll,12856386.7,12856395.7,9.0,1.47
S048_3,step,yaw,12856388.66,12856395.5,6.84,1.23
S048_3,step,roll,12856423.0,12856444.3,21.3,1.12
S048_3,step,yaw,12856428.2,12856453.9,25.7,1.12
S048_3,step,roll,12856445.7,12856454.4,8.7,1.22
S048_3,step,yaw,12856466.8,12856478.0,11.2,1.19
S048_3,step,yaw,12856480.6,12856490.8,10.2,1.16
S048_3,step,yaw,12856492.0,12856507.2,15.2,1.2
S048_3,step,roll,12856493.4,12856509.3,15.9,1.72
S048_3,step,yaw,12856507.6,12856550.7,43.1,3.37
S048_3,step,roll,12856511.1,12856539.0,27.9,2.59
S048_3,step,roll,12856549.8,12856565.9,16.1,2.88
S048_3,step,roll,12856569.6,12856580.0,10.4,2.09
S048_3,step,yaw,12856588.0,12856597.0,9.0,1.0
S048_3,step,roll,12856588.1,12856625.9,37.8,1.56
S048_3,step,yaw,12856602.1,12856621.6,19.5,1.23
S048_3,step,roll,12856636.2,12856660.5,24.3,1.81
S048_3,step,yaw,12856646.6,12856658.0,11.4,1.08
S048_3,step,yaw,12856661.6,12856684.6,23.0,1.47
S048_3,step,roll,12856661.8,12856677.8,16.0,2.17
S048_3,step,roll,12856680.53,12856703.6,23.07,2.72
S048_3,step,yaw,12856688.4,12856734.3,45.9,1.4
S048_3,step,roll,12856705.9,12856738.5,32.6,2.14
S048_3,step,roll,12856747.0,12856753.6,6.6,1.87
S048_3,step,roll,12856958.6,12856994.5,35.9,2.01
S048_3,step,roll,12857053.6,12857059.9,6.3,0.86
S048_3,step,yaw,12857082.1,12857094.2,12.1,1.87
S048_3,step,roll,12857086.6,12857094.3,7.7,2.14
S048_3,step,roll,12857094.3,12857103.1,8.8,1.73
S048_3,step,yaw,12857112.2,12857119.6,7.4,0.93
S048_3,step,pitch,12857123.8,12857131.5,7.7,1.98
S048_3,step,yaw,12857124.4,12857138.3,13.9,0.93
S048_3,step,roll,12857131.2,12857180.2,49.0,3.24
S048_3,step,yaw,12857139.4,12857145.7,6.3,0.92
S048_3,step,roll,12857186.68,12857195.0,8.32,0.91
S048_3,step,roll,12857203.5,12857217.2,13.7,0.96
S048_3,step,roll,12857219.4,12857293.8,74.4,2.29
S048_3,step,yaw,12857278.2,12857292.6,14.4,2.66
S048_3,step,pitch,12857293.4,12857302.1,8.7,2.15
S048_3,step,roll,12857299.6,12857312.2,12.6,4.36
S048_3,step,roll,12857330.7,12857363.8,33.1,1.61
S048_3,step,roll,12857366.5,12857378.5,12.0,1.62
S048_3,step,roll,12857397.1,12857404.6,7.5,1.76
S048_3,step,yaw,12857404.6,12857485.3,80.7,4.1
S048_3,step,roll,12857485.9,12857491.8,5.9,2.12
S048_3,step,roll,12857493.3,12857499.4,6.1,3.46
S048_3,step,roll,12857511.7,12857522.8,11.1,4.03
S048_3,step,yaw,12857522.5,12857567.1,44.6,6.2
S048_3,step,roll,12857555.1,12857567.2,12.1,3.8
S048_3,step,roll,12857574.5,12857581.9,7.4,1.33
S048_3,step,roll,12857592.1,12857604.1,12.0,1.77
S048_3,step,yaw,12857624.5,12857637.3,12.8,7.03
S048_3,step,roll,12857626.3,12857639.0,12.7,8.43
S048_3,step,roll,12857647.9,12857655.8,7.9,2.01
S048_3,step,yaw,12857675.5,12857687.7,12.2,4.76
S048_3,step,roll,12857678.0,12857687.9,9.9,8.06
S048_3,step,roll,12857766.7,12857772.3,5.6,1.37
S048_3,step,roll,12857781.5,12857788.8,7.3,2.38
S048_3,step,roll,12857795.4,12857802.8,7.4,4.85
S048_3,step,roll,12857803.6,12857813.2,9.6,3.16
S048_3,step,roll,12857818.4,12857825.2,6.8,2.75
S048_3,step,yaw,12857822.1,12857838.7,16.6,1.24
S048_3,step,roll,12857833.1,12857839.3,6.2,1.02
S048_3,step,yaw,12857840.6,12857858.7,18.1,2.26
S048_3,step,yaw,12857859.09,12857883.1,24.01,5.49
S048_3,step,roll,12857873.8,12857881.2,7.4,2.3
S048_3,step,pitch,12857878.7,12857885.8,7.1,3.04
S048_3,step,roll,12857892.3,12857899.6,7.3,3.89
S048_3,step,pitch,12857893.6,12857907.1,13.5,3.6
S048_3,step,roll,12857914.5,12857926.4,11.9,2.91
S048_3,step,roll,12857928.1,12857935.7,7.6,6.14
S048_3,step,roll,12857977.3,12857991.8,14.5,5.75
S048_3,step,yaw,12858032.74,12858046.5,13.76,2.0
S048_3,step,yaw,12858046.5,12858057.8,11.3,4.13
S048_3,step,roll,12858047.5,12858060.6,13.1,9.4
S048_3,step,roll,12858065.7,12858072.1,6.4,2.15
S048_3,step,roll,12858080.0,12858088.1,8.1,4.86
S048_3,step,roll,12858089.9,12858102.9,13.0,3.4
S048_3,step,roll,12858110.0,12858116.0,6.0,2.55
S048_3,step,roll,12858118.2,12858139.0,20.8,4.4
S048_3,step,roll,12858143.5,12858154.3,10.8,4.65
S048_3,step,roll,12858158.3,12858209.0,50.7,10.62
S048_3,step,yaw,12858235.2,12858277.5,42.3,12.6
S048_3,step,yaw,12858279.3,12858331.5,52.2,10.83
S048_3,step,yaw,12858346.3,12858364.8,18.5,9.79
S048_3,step,yaw,12858364.8,12858380.4,15.6,18.65
S048_3,step,yaw,12858380.8,12858401.0,20.2,7.44
S048_4,step,yaw,12860240.0,12860257.6,17.6,3.62
S048_4,step,yaw,12860259.09,12860310.5,51.41,24.96
S048_4,step,yaw,12860310.8,12860321.5,10.7,12.16
S048_4,step,yaw,12860322.1,12860344.9,22.8,18.87
S048_4,step,yaw,12860413.7,12860418.3,4.6,6.06
S048_4,step,yaw,12860419.4,12860422.5,3.1,5.39
S048_4,step,yaw,12860423.2,12860437.5,14.3,22.2
S048_4,step,yaw,12860437.5,12860446.2,8.7,16.3
S048_4,step,yaw,12860450.03,12860453.8,3.77,15.32
S048_4,step,yaw,12860462.8,12860466.6,3.8,9.76
S048_4,step,yaw,12860488.0,12860491.9,3.9,6.59
S048_4,step,yaw,12860499.6,12860506.4,6.8,5.36
S048_4,step,yaw,12860510.1,12860547.4,37.3,7.18
S048_4,step,yaw,12860553.0,12860569.2,16.2,11.95
S048_4,step,yaw,12860574.1,12860577.6,3.5,4.33
S048_4,step,yaw,12860583.4,12860589.3,5.9,4.8
S048_4,step,yaw,12860591.1,12860607.6,16.5,12.16
S048_4,step,roll,12860612.3,12860645.0,32.7,8.36
S048_4,step,yaw,12860616.16,12860621.1,4.94,3.95
S048_4,step,pitch,12860624.6,12860659.9,35.3,6.23
S048_4,step,roll,12860646.7,12860656.5,9.8,7.02
S048_4,step,roll,12860658.0,12860667.5,9.5,3.97
S048_4,step,roll,12860679.1,12860698.2,19.1,3.29
S048_4,step,roll,12860702.0,12860710.8,8.8,2.85
S048_4,step,roll,12860712.5,12860728.8,16.3,2.84
S048_4,step,roll,12860732.6,12860743.3,10.7,3.59
S048_4,step,roll,12860744.09,12860775.6,31.51,3.88
S048_4,step,roll,12860776.55,12860798.4,21.85,3.16
S048_4,step,roll,12860801.37,12860869.5,68.13,3.39
S048_4,step,pitch,12860862.4,12860870.1,7.7,2.2
S048_4,step,roll,12860872.0,12860912.7,40.7,3.08
S048_4,step,roll,12860914.0,12860961.1,47.1,2.55
S048_4,step,roll,12860962.3,12860978.3,16.0,1.96
S048_4,step,roll,12860980.8,12860985.8,5.0,1.66
