sortie,type,axis,t_start,t_end,duration_s,amplitudes
S111,step,roll,3945690.0,3945724.6,34.6,4.36
S111,step,roll,3945832.8,3945879.6,46.8,1.3
S111,step,roll,3945886.5,3945890.1,3.6,0.81
S111,step,roll,3945915.9,3945959.2,43.3,16.43
S111,step,pitch,3945972.6,3946004.8,32.2,3.17
S111,step,roll,3945982.6,3945992.0,9.4,2.13
S111,step,roll,3945997.8,3946001.0,3.2,3.83
S111,step,roll,3946004.8,3946009.6,4.8,4.16
S111,step,pitch,3946012.3,3946018.7,6.4,2.81
S111,step,roll,3946013.1,3946016.6,3.5,2.11
S111,doublet,roll,3946022.3,3946031.8,7.5,2.84|1.27
S111,step,roll,3946035.3,3946048.2,12.9,4.63
S111,doublet,roll,3946055.2,3946070.4,9.9,5.35|2.56
S111,step,pitch,3946059.9,3946070.4,10.5,3.18
S111,step,roll,3946072.7,3946079.8,7.1,2.99
S111,step,pitch,3946082.1,3946085.4,3.3,1.96
S111,step,roll,3946082.1,3946114.9,32.8,3.43
S111,step,roll,3946121.9,3946126.6,4.7,3.3
S111,step,roll,3946134.8,3946144.0,9.2,0.91
S111,step,roll,3946146.5,3946151.2,4.7,0.94
S111,step,roll,3946157.1,3946171.1,14.0,1.53
S111,step,roll,3946172.2,3946179.7,7.5,1.73
S111,step,pitch,3946181.6,3946186.1,4.5,1.86
S111,step,roll,3946181.6,3946188.6,7.0,1.14
S111,step,roll,3946205.0,3946219.1,14.1,1.09
S111,step,roll,3946839.4,3946907.0,67.6,1.22
S111,step,roll,3946908.4,3946933.0,24.6,1.2
S111,step,roll,3946935.4,3946938.9,3.5,1.5
S111,step,roll,3946941.2,3946952.7,11.5,1.16
S111,step,roll,3946954.1,3946977.5,23.4,1.16
S111,step,roll,3946978.7,3946984.5,5.8,1.23
S111,step,roll,3946987.9,3946994.1,6.2,1.26
S111,step,roll,3946996.2,3947000.8,4.6,1.66
S111,step,roll,3947004.0,3947023.0,19.0,1.21
S111,step,roll,3947025.5,3947037.2,11.7,1.03
S111,step,roll,3947039.5,3947086.4,46.9,1.21
S111,step,roll,3947089.9,3947103.9,14.0,1.08
S111,step,roll,3947106.3,3947129.5,23.2,1.18
S111,step,roll,3947134.3,3947148.4,14.1,1.31
S111,step,roll,3947155.4,3947170.6,15.2,1.05
S111,step,roll,3947177.5,3947184.7,7.2,1.33
S111,step,roll,3947187.0,3947191.6,4.6,1.0
S111,step,roll,3947194.0,3947211.1,17.1,1.34
S111,step,roll,3947217.4,3947233.8,16.4,1.09
S111,step,roll,3947237.4,3947252.6,15.2,0.97
S111,step,roll,3947256.1,3947269.0,12.9,0.99
S111,step,roll,3947272.5,3947308.7,36.2,1.11
S111,step,roll,3947313.2,3947318.1,4.9,0.85
S111,step,roll,3947326.3,3947343.9,17.6,2.34
S111,step,roll,3947346.2,3947391.0,44.8,1.15
S111,step,roll,3947394.2,3947407.1,12.9,1.0
S111,step,roll,3947410.6,3947417.6,7.0,1.04
S111,doublet,roll,3947425.8,3947434.0,7.1,2.69|1.4
S111,step,roll,3947435.2,3947441.0,5.8,1.07
S111,step,roll,3947444.5,3947449.8,5.3,1.88
S111,step,roll,3947452.7,3947459.3,6.6,1.45
S111,step,roll,3947470.3,3947473.8,3.5,1.56
S111,step,roll,3947476.1,3947480.8,4.7,1.22
S111,step,pitch,3947485.2,3947493.7,8.5,1.98
S111,step,roll,3947488.6,3947491.7,3.1,1.48
S111,step,roll,3947498.4,3947501.8,3.4,2.13
S111,step,roll,3947503.3,3947518.2,14.9,3.06
S111,step,pitch,3947504.2,3947508.8,4.6,5.63
S111,step,pitch,3947508.94,3947541.1,32.16,5.32
S111,step,roll,3947520.6,3947523.8,3.2,3.46
S111,step,roll,3947530.0,3947533.5,3.5,4.16
S111,step,pitch,3947541.73,3947556.4,14.67,3.47
S111,step,roll,3947548.7,3947558.1,9.4,3.27
S111,doublet,roll,3947573.0,3947577.7,4.7,1.5|6.05
S111,step,pitch,3947591.9,3947595.5,3.6,9.53
S111,step,pitch,3947596.1,3947610.4,14.3,13.48
S111,step,roll,3947600.2,3947610.7,10.5,10.69
S111,step,pitch,3947621.3,3947624.5,3.2,4.58
S111,step,roll,3947622.3,3947649.4,27.1,5.2
S111,step,pitch,3947643.5,3947646.5,3.0,3.28
S111,step,roll,3947651.7,3947708.4,56.7,8.9
S111,step,pitch,3947658.7,3947740.6,81.9,13.84
S111,step,roll,3947734.8,3947740.6,5.8,2.89
S123_1,step,roll,10174084.9,10174144.9,60.0,9.34
S123_1,step,pitch,10174085.0,10174153.8,68.8,20.03
S123_1,step,yaw,10174092.2,10174118.9,26.7,6.46
S123_1,step,yaw,10174118.9,10174123.1,4.2,7.9
S123_1,step,yaw,10174127.8,10174136.6,8.8,17.58
S123_1,step,yaw,10174137.7,10174141.2,3.5,12.64
S123_1,step,roll,10174154.6,10174158.9,4.3,4.16
S123_1,doublet,roll,10174183.4,10174193.8,9.6,1.09|2.51
S123_1,step,pitch,10174191.7,10174238.0,46.3,4.96
S123_1,step,pitch,10174238.9,10174243.6,4.7,2.56
S123_1,step,pitch,10174245.2,10174248.2,3.0,2.57
S123_1,step,roll,10174285.8,10174289.6,3.8,1.18
S123_1,step,roll,10174367.6,10174373.0,5.4,2.53
S123_1,step,roll,10174382.4,10174386.4,4.0,1.33
S123_1,step,pitch,10174382.6,10174385.8,3.2,1.84
S123_1,step,roll,10174404.0,10174412.4,8.4,1.59
S123_1,step,roll,10174472.6,10174475.6,3.0,2.02
S123_1,step,roll,10174492.6,10174498.66,6.06,1.7
S123_1,step,pitch,10174512.2,10174524.6,12.4,2.38
S123_1,step,roll,10174519.4,10174523.3,3.9,3.18
S123_1,step,roll,10174527.6,10174530.9,3.3,1.77
S123_1,step,roll,10174533.5,10174537.6,4.1,2.21
S123_1,step,roll,10174605.6,10174609.5,3.9,3.36
S123_1,step,roll,10174613.9,10174619.0,5.1,2.82
S123_1,step,roll,10174640.5,10174644.0,3.5,1.61
S123_1,step,roll,10174656.9,10174661.2,4.3,1.71
S123_1,step,roll,10174669.2,10174672.5,3.3,1.49
S123_1,step,roll,10174688.3,10174696.0,7.7,2.33
S123_1,step,roll,10174729.7,10174733.3,3.6,2.44
S123_1,step,roll,10174734.3,10174738.6,4.3,1.99
S123_1,step,pitch,10174741.4,10174754.1,12.7,3.95
S123_1,step,roll,10174749.0,10174752.1,3.1,4.53
S123_1,doublet,roll,10174757.3,10174767.5,7.7,3.35|3.66
S123_1,step,roll,10174801.0,10174805.4,4.4,1.76
S123_1,step,roll,10174807.5,10174811.0,3.5,1.76
S123_1,doublet,roll,10174846.38,10174851.3,4.92,4.27|4.22
S123_1,step,pitch,10174893.1,10174898.0,4.9,3.86
S123_1,step,roll,10174912.1,10174916.2,4.1,8.03
S123_1,step,pitch,10174925.3,10174928.8,3.5,7.81
S123_1,step,roll,10174926.7,10174960.08,33.38,15.99
S123_1,step,yaw,10174949.6,10174960.8,11.2,14.83
S123_1,step,yaw,10174970.1,10174973.4,3.3,9.42
S123_1,step,yaw,10174982.3,10174991.2,8.9,17.78
S123_1,step,yaw,10175011.0,10175021.9,10.9,19.26
S123_1,step,yaw,10175021.9,10175029.9,8.0,14.79
S123_1,step,yaw,10175029.9,10175034.3,4.4,13.99
S123_1,step,yaw,10175050.7,10175064.8,14.1,5.32
S123_1,step,yaw,10175065.5,10175119.4,53.9,3.47
S123_1,step,roll,10175103.0,10175109.5,6.5,1.11
S123_1,step,roll,10175117.5,10175121.8,4.3,1.1
S123_1,step,yaw,10175123.5,10175135.1,11.6,2.13
S123_1,step,roll,10175148.06,10175155.4,7.34,19.98
S123_1,step,roll,10175155.4,10175173.3,17.9,20.84
S123_1,step,yaw,10175162.2,10175169.3,7.1,15.14
S123_1,step,yaw,10175172.5,10175185.9,13.4,25.45
S123_1,step,yaw,10175202.2,10175207.1,4.9,12.56
S123_1,step,yaw,10175212.5,10175278.9,66.4,25.3
S123_1,step,yaw,10175279.3,10175282.5,3.2,17.24
S123_1,step,yaw,10175282.5,10175312.0,29.5,24.55
S123_1,step,yaw,10175323.3,10175359.8,36.5,25.46
S123_1,step,yaw,10175366.7,10175392.1,25.4,24.47
S123_1,step,yaw,10175396.9,10175403.3,6.4,24.38
S123_1,step,yaw,10175466.7,10175472.3,5.6,1.23
S123_1,step,yaw,10175484.6,10175496.5,11.9,1.2
S123_1,step,yaw,10175509.4,10175530.7,21.3,25.42
S123_1,doublet,yaw,10175530.7,10175539.6,8.9,11.28|19.08
S123_1,step,yaw,10175541.1,10175554.3,13.2,25.39
S123_1,step,yaw,10175566.3,10175578.1,11.8,25.3
S123_1,doublet,yaw,10175579.7,10175590.1,10.4,25.29|10.46
S123_1,step,yaw,10175590.1,10175597.5,7.4,25.14
S123_1,doublet,yaw,10175600.5,10175607.9,7.4,25.11|9.13
S123_1,step,yaw,10175607.9,10175687.9,80.0,19.66
S123_1,step,yaw,10175687.9,10175705.3,17.4,24.46
S123_1,step,yaw,10175710.5,10175732.8,22.3,25.34
S123_1,step,yaw,10175734.2,10175738.5,4.3,25.17
S123_1,doublet,yaw,10175743.2,10175753.6,10.4,21.9|15.41
S123_1,step,yaw,10175762.4,10175768.3,5.9,7.2
S123_1,step,yaw,10175826.2,10175829.3,3.1,1.29
S123_1,step,yaw,10175834.8,10175887.3,52.5,24.54
S123_1,step,roll,10175871.7,10175875.4,3.7,1.55
S123_1,step,yaw,10175887.3,10175891.1,3.8,14.46
S123_1,step,yaw,10175892.4,10175911.1,18.7,25.38
S123_1,step,yaw,10175934.4,10175983.9,49.5,4.25
S123_1,step,roll,10175971.3,10176006.2,34.9,3.25
S123_1,step,yaw,10175983.9,10175992.8,8.9,24.36
S123_1,doublet,yaw,10175992.8,10176000.3,7.5,9.91|5.34
S123_1,step,yaw,10176000.3,10176015.1,14.8,25.5
S123_1,step,roll,10176006.9,10176023.6,16.7,2.49
S123_1,step,yaw,10176018.14,10176030.0,11.86,25.43
S123_1,step,roll,10176024.8,10176069.4,44.6,10.82
S123_1,step,yaw,10176043.4,10176047.5,4.1,9.76
S123_1,doublet,yaw,10176049.1,10176065.1,10.6,5.91|18.53
S123_1,step,yaw,10176068.6,10176083.0,14.4,5.37
S123_1,step,roll,10176074.7,10176091.6,16.9,20.05
S123_1,step,yaw,10176086.1,10176089.4,3.3,2.98
S123_1,step,roll,10176091.6,10176125.9,34.3,14.8
S123_1,step,yaw,10176098.3,10176107.2,8.9,2.62
S123_1,step,yaw,10176108.7,10176127.1,18.4,24.46
S123_1,step,yaw,10176134.0,10176165.2,31.2,25.4
S123_1,step,yaw,10176165.2,10176180.1,14.9,22.82
S123_1,step,yaw,10176185.6,10176194.7,9.1,13.78
S123_1,step,yaw,10176258.7,10176261.7,3.0,0.96
S123_1,step,yaw,10176264.3,10176270.7,6.4,15.56
S123_1,step,yaw,10176275.2,10176294.2,19.0,25.48
S123_1,doublet,yaw,10176294.54,10176303.4,8.86,13.25|24.18
S123_1,step,yaw,10176303.4,10176310.8,7.4,22.78
S123_1,step,yaw,10176310.8,10176326.5,15.7,24.56
S123_1,step,yaw,10176330.2,10176333.3,3.1,18.64
S123_1,step,yaw,10176339.9,10176358.4,18.5,1.74
S123_1,step,yaw,10176363.6,10176371.8,8.2,1.03
S123_1,step,yaw,10176379.259,10176397.0,17.74,1.46
S123_1,step,yaw,10176398.5,10176406.8,8.3,25.53
S123_1,step,yaw,10176413.4,10176425.2,11.8,24.56
S123_1,doublet,yaw,10176426.7,10176438.7,12.0,24.35|5.46
S123_1,step,yaw,10176438.7,10176450.5,11.8,24.52
S123_1,step,yaw,10176450.5,10176454.0,3.5,17.27
S123_1,step,yaw,10176456.5,10176462.4,5.9,9.2
S123_1,step,yaw,10176492.1,10176513.1,21.0,2.2
S123_1,step,yaw,10176515.2,10176533.7,18.5,3.28
S123_1,step,yaw,10176533.7,10176546.5,12.8,25.42
S123_1,doublet,yaw,10176550.0,10176557.5,7.5,10.95|13.64
S123_1,step,yaw,10176557.5,10176575.4,17.9,24.64
S123_1,step,yaw,10176579.8,10176600.3,20.5,25.27
S123_1,step,yaw,10176600.3,10176605.1,4.8,8.92
S123_1,step,yaw,10176605.1,10176663.0,57.9,21.52
S123_1,step,yaw,10176663.0,10176677.9,14.9,24.69
S123_1,step,yaw,10176677.9,10176684.9,7.0,25.04
S123_1,step,yaw,10176686.8,10176707.6,20.8,24.64
S123_1,doublet,yaw,10176707.6,10176715.0,7.4,17.62|8.85
S123_1,doublet,yaw,10176715.0,10176720.9,5.9,9.27|10.64
S123_1,step,yaw,10176728.4,10176732.9,4.5,7.83
S123_1,step,yaw,10176735.3,10176748.0,12.7,25.52
S123_1,doublet,yaw,10176749.2,10176759.3,10.1,25.37|23.23
S123_1,step,yaw,10176767.5,10176776.4,8.9,10.18
S123_1,step,yaw,10176777.1,10176789.3,12.2,4.19
S123_1,step,yaw,10176790.5,10176807.5,17.0,2.42
S123_1,step,yaw,10176853.3,10176863.7,10.4,23.57
S123_1,step,yaw,10176863.7,10176866.9,3.2,15.53
S123_1,step,yaw,10176867.7,10176885.2,17.5,25.29
S123_1,step,yaw,10176887.4,10176899.3,11.9,18.07
S123_1,doublet,yaw,10176902.3,10176910.5,8.2,10.37|18.69
S123_1,doublet,yaw,10176912.7,10176920.1,7.4,25.26|10.86
S123_1,step,yaw,10176920.1,10176929.0,8.9,25.37
S123_1,doublet,yaw,10176929.0,10176937.7,8.7,15.06|11.04
S123_1,step,yaw,10176946.9,10176994.3,47.4,25.01
S123_1,step,yaw,10176994.3,10177007.8,13.5,24.55
S123_1,step,yaw,10177009.2,10177012.3,3.1,11.9
S123_1,step,yaw,10177013.7,10177041.6,27.9,24.55
S123_2,step,pitch,10178418.4,10178451.2,32.8,20.03
S123_2,step,yaw,10178420.4,10178428.2,7.8,18.75
S123_2,step,roll,10178421.4,10178440.9,19.5,13.67
S123_2,step,yaw,10178432.0,10178447.5,15.5,9.53
S123_2,doublet,roll,10178443.7,10178449.8,5.3,2.51|2.3
S123_2,step,yaw,10178448.2,10178455.0,6.8,3.34
S123_2,step,roll,10178451.4,10178454.6,3.2,6.08
S123_2,step,yaw,10178456.6,10178476.4,19.8,1.86
S123_2,step,pitch,10178459.3,10178481.8,22.5,3.6
S123_2,doublet,roll,10178469.7,10178477.2,7.3,5.38|8.64
S123_2,step,roll,10178477.2,10178480.4,3.2,5.59
S123_2,step,yaw,10178481.6,10178485.6,4.0,1.23
S123_2,step,pitch,10178492.54,10178531.1,38.56,4.01
S123_2,step,roll,10178497.9,10178512.0,14.1,4.66
S123_2,step,roll,10178517.3,10178525.3,8.0,2.72
S123_2,step,roll,10178525.9,10178529.0,3.1,3.02
S123_2,step,roll,10178537.6,10178544.9,7.3,4.11
S123_2,step,pitch,10178539.4,10178545.0,5.6,2.62
S123_2,step,pitch,10178550.8,10178561.6,10.8,3.07
S123_2,step,roll,10178553.1,10178560.4,7.3,3.77
S123_2,step,yaw,10178558.2,10178597.7,39.5,3.08
S123_2,doublet,roll,10178563.0,10178567.6,4.2,2.04|5.31
S123_2,step,roll,10178571.7,10178575.3,3.6,3.88
S123_2,step,roll,10178589.2,10178592.8,3.6,2.29
S123_2,step,yaw,10178597.9,10178609.8,11.9,2.46
S123_2,step,yaw,10178610.2,10178627.1,16.9,3.01
S123_2,step,roll,10178615.0,10178618.47,3.47,2.32
S123_2,step,roll,10178647.5,10178650.5,3.0,2.24
S123_2,step,roll,10178656.5,10178660.4,3.9,3.01
S123_2,step,roll,10178662.0,10178666.2,4.2,2.06
S123_2,step,yaw,10178662.2,10178666.6,4.4,1.46
S123_2,doublet,roll,10178667.0,10178670.5,2.5,2.53|3.19
S123_2,step,yaw,10178673.0,10178677.4,4.4,2.76
S123_2,step,yaw,10178677.7,10178680.9,3.2,1.63
S123_2,step,yaw,10178682.7,10178690.6,7.9,1.85
S123_2,step,roll,10178696.6,10178701.7,5.1,2.15
S123_2,step,yaw,10178701.3,10178704.5,3.2,1.4
S123_2,step,roll,10178702.5,10178707.5,5.0,1.92
S123_2,step,yaw,10178707.3,10178712.5,5.2,1.84
S123_2,step,roll,10178713.1,10178716.1,3.0,1.86
S123_2,step,yaw,10178714.5,10178720.5,6.0,1.75
S123_2,step,roll,10178716.4,10178719.8,3.4,2.43
S123_2,doublet,roll,10178743.8,10178747.8,3.6,1.32|2.06
S123_2,step,roll,10178750.2,10178753.8,3.6,2.73
S123_2,step,roll,10178754.0,10178757.9,3.9,2.4
S123_2,step,roll,10178758.1,10178764.1,6.0,1.88
S123_2,step,roll,10178769.4,10178777.8,8.4,2.75
S123_2,step,roll,10178789.5,10178798.2,8.7,3.62
S123_2,step,yaw,10178803.6,10178807.9,4.3,2.14
S123_2,step,yaw,10178810.9,10178816.8,5.9,1.79
S123_2,step,roll,10178812.7,10178815.9,3.2,1.7
S123_2,step,roll,10178827.8,10178832.4,4.6,1.51
S123_2,step,roll,10178841.1,10178844.1,3.0,1.7
S123_2,step,roll,10178845.9,10178850.7,4.8,1.66
S123_2,step,roll,10178855.4,10178858.4,3.0,2.59
S123_2,doublet,roll,10178862.7,10178877.0,10.9,3.13|1.59
S123_2,step,roll,10178882.4,10178886.5,4.1,2.42
S123_2,step,roll,10178894.3,10178898.5,4.2,3.44
S123_2,step,yaw,10178895.1,10178898.7,3.6,1.47
S123_2,step,roll,10178926.9,10178933.2,6.3,2.91
S123_2,step,roll,10178957.6,10178965.0,7.4,4.46
S123_2,step,roll,10178965.8,10178968.9,3.1,2.55
S123_2,step,roll,10178969.7,10178972.7,3.0,2.03
S123_2,step,roll,10178977.9,10178981.7,3.8,2.02
S123_2,doublet,roll,10178984.8,10178987.0,2.2,1.73|4.88
S123_2,step,roll,10179009.1,10179017.8,8.7,3.55
S123_2,step,yaw,10179038.6,10179047.4,8.8,1.41
S123_2,step,yaw,10179120.4,10179131.3,10.9,4.93
S123_2,step,yaw,10179132.1,10179169.1,37.0,20.31
S123_2,step,yaw,10179176.0,10179180.8,4.8,4.35
S123_2,doublet,yaw,10179180.8,10179184.9,3.9,8.51|1.97
S123_2,step,yaw,10179185.6,10179193.7,8.1,6.9
S123_2,step,yaw,10179196.6,10179200.3,3.7,12.48
S123_2,step,yaw,10179200.6,10179206.3,5.7,12.72
S123_2,step,yaw,10179206.669,10179214.9,8.23,11.93
S123_2,step,yaw,10179215.9,10179222.2,6.3,11.54
S137_1,step,roll,13195149.6,13195166.5,16.9,5.43
S137_1,step,yaw,13195149.7,13195174.1,24.4,1.35
S137_1,step,yaw,13195175.9,13195215.0,39.1,1.42
S137_1,step,roll,13195203.1,13195225.0,21.9,1.12
S137_1,step,yaw,13195220.7,13195226.4,5.7,2.01
S137_1,doublet,yaw,13195226.9,13195236.6,9.7,12.4|19.58
S137_1,step,yaw,13195238.9,13195242.4,3.5,5.46
S137_1,step,yaw,13195244.5,13195248.6,4.1,9.3
S137_1,step,yaw,13195249.0,13195252.8,3.8,14.76
S137_1,step,yaw,13195260.6,13195264.8,4.2,10.11
S137_1,step,yaw,13195274.7,13195284.0,9.3,24.34
S137_1,step,pitch,13195407.8,13195465.6,57.8,13.41
S137_1,step,yaw,13195417.9,13195421.8,3.9,16.79
S137_1,doublet,yaw,13195421.95,13195430.1,8.15,16.28|13.07
S137_1,step,yaw,13195431.8,13195439.3,7.5,25.15
S137_1,step,yaw,13195440.7,13195448.6,7.9,9.99
S137_1,step,yaw,13195449.7,13195453.5,3.8,19.44
S137_1,step,roll,13195457.4,13195465.8,8.4,3.76
S137_1,step,roll,13195467.0,13195470.6,3.6,3.53
S137_1,step,yaw,13195468.9,13195479.6,10.7,2.58
S137_1,step,yaw,13195481.1,13195494.9,13.8,1.11
S137_1,step,roll,13195481.3,13195486.3,5.0,3.89
S137_1,step,pitch,13195494.8,13195503.3,8.5,2.99
S137_1,step,roll,13195501.4,13195510.9,9.5,6.42
S137_1,step,yaw,13195503.4,13195514.5,11.1,1.2
S137_1,step,pitch,13195509.0,13195547.1,38.1,5.16
S137_1,step,roll,13195511.4,13195515.3,3.9,2.42
S137_1,step,yaw,13195517.9,13195521.0,3.1,0.98
S137_1,step,roll,13195530.2,13195536.9,6.7,3.83
S137_1,step,yaw,13195532.5,13195538.5,6.0,1.0
S137_1,step,roll,13195546.8,13195549.9,3.1,2.72
S137_1,step,roll,13195574.0,13195581.9,7.9,1.93
S137_1,step,roll,13195582.6,13195586.8,4.2,1.57
S137_1,step,roll,13195596.96,13195600.9,3.94,2.28
S137_1,step,roll,13195632.6,13195636.3,3.7,2.5
S137_1,step,roll,13195646.6,13195651.7,5.1,1.42
S137_1,step,roll,13195652.6,13195658.6,6.0,3.68
S137_1,step,roll,13195666.5,13195670.2,3.7,2.38
S137_1,step,roll,13195671.3,13195676.8,5.5,2.39
S137_1,step,roll,13195680.3,13195686.4,6.1,1.79
S137_1,step,roll,13195699.7,13195705.0,5.3,1.43
S137_1,step,pitch,13195711.7,13195719.1,7.4,1.91
S137_1,step,roll,13195712.2,13195726.8,14.6,2.02
S137_1,step,pitch,13195719.9,13195779.2,59.3,2.64
S137_1,step,roll,13195730.0,13195735.0,5.0,2.04
S137_1,step,roll,13195736.0,13195746.7,10.7,1.81
S137_1,step,roll,13195764.1,13195771.1,7.0,1.85
S137_1,step,roll,13195781.919,13195787.8,5.88,3.49
S137_1,step,pitch,13195785.6,13195789.8,4.2,2.02
S137_1,step,roll,13195812.7,13195818.9,6.2,1.73
S137_1,step,roll,13195835.6,13195847.5,11.9,2.86
S137_1,step,roll,13195851.5,13195855.4,3.9,1.7
S137_1,step,roll,13195862.5,13195865.9,3.4,1.34
S137_1,step,roll,13195872.7,13195875.9,3.2,2.43
S137_1,step,roll,13195887.1,13195891.2,4.1,1.89
S137_1,step,yaw,13195919.1,13195942.2,23.1,3.73
S137_1,step,roll,13195933.05,13195942.7,9.65,2.25
S137_1,step,roll,13195950.7,13195954.6,3.9,2.86
S137_1,step,roll,13195956.9,13195968.8,11.9,4.49
S137_1,step,yaw,13195956.9,13195966.1,9.2,3.06
S137_1,step,roll,13195974.83,13195983.9,9.07,1.65
S137_1,step,roll,13195984.7,13195988.7,4.0,1.8
S137_1,step,roll,13196041.3,13196048.2,6.9,1.52
S137_1,step,roll,13196062.2,13196065.9,3.7,1.12
S137_1,step,roll,13196076.2,13196080.2,4.0,1.14
S137_1,step,roll,13196086.1,13196090.1,4.0,1.24
S137_1,step,roll,13196100.0,13196103.2,3.2,1.11
S137_1,step,yaw,13196115.7,13196186.7,71.0,2.44
S137_1,step,roll,13196187.4,13196199.1,11.7,2.09
S137_1,step,roll,13196207.5,13196214.6,7.1,2.01
S137_1,step,roll,13196233.3,13196246.3,13.0,1.58
S137_1,step,roll,13196247.28,13196266.3,19.02,3.74
S137_1,step,roll,13196267.169,13196277.0,9.83,1.51
S137_1,step,roll,13196279.0,13196283.0,4.0,1.21
S137_1,step,roll,13196285.0,13196290.6,5.6,1.62
S137_1,step,roll,13196293.0,13196312.8,19.8,1.8
S137_1,step,roll,13196319.1,13196322.7,3.6,1.27
S137_1,step,roll,13196348.1,13196351.9,3.8,1.88
S137_1,step,roll,13196352.669,13196360.5,7.83,2.81
S137_1,step,roll,13196366.5,13196438.1,71.6,2.24
S137_1,step,yaw,13196381.3,13196434.1,52.8,1.93
S137_1,step,roll,13196438.2,13196442.0,3.8,1.64
S137_1,step,roll,13196486.9,13196491.0,4.1,2.04
S137_1,step,roll,13196507.5,13196513.1,5.6,1.69
S137_1,step,roll,13196533.6,13196536.8,3.2,2.08
S137_1,step,roll,13196541.7,13196544.7,3.0,1.55
S137_1,step,roll,13196557.5,13196562.8,5.3,1.35
S137_1,step,roll,13196587.3,13196593.3,6.0,1.64
S137_1,step,roll,13196619.2,13196637.9,18.7,1.86
S137_1,step,roll,13196645.03,13196648.5,3.47,1.21
S137_1,step,roll,13196650.9,13196654.4,3.5,1.81
S137_1,step,yaw,13196655.6,13196692.7,37.1,1.97
S137_1,step,roll,13196656.8,13196693.4,36.6,3.75
S137_1,step,roll,13196706.6,13196709.7,3.1,1.38
S137_1,step,roll,13196740.4,13196744.3,3.9,1.44
S137_1,step,yaw,13196744.8,13196795.4,50.6,2.39
S137_1,step,roll,13196796.1,13196831.4,35.3,1.91
S137_1,step,roll,13196833.9,13196873.7,39.8,2.5
S137_1,step,roll,13196875.0,13196878.0,3.0,1.26
S137_1,step,pitch,13196881.2,13196884.6,3.4,2.36
S137_1,doublet,roll,13196881.6,13196893.6,12.0,1.28|2.83
S137_1,step,roll,13196897.5,13196902.6,5.1,1.78
S137_1,step,yaw,13196925.4,13196948.2,22.8,3.41
S137_1,step,roll,13196939.6,13196949.2,9.6,1.84
S137_1,step,roll,13196949.2,13196960.4,11.2,1.59
S137_1,step,roll,13196962.8,13196984.5,21.7,4.22
S137_1,step,yaw,13196967.1,13196982.1,15.0,3.94
S137_1,step,roll,13197004.9,13197012.0,7.1,2.68
S137_1,step,roll,13197012.96,13197022.8,9.84,1.42
S137_1,step,roll,13197023.9,13197036.8,12.9,1.47
S137_1,step,roll,13197038.5,13197042.7,4.2,0.93
S137_1,step,roll,13197054.7,13197058.1,3.4,1.4
S137_1,step,roll,13197058.69,13197068.3,9.61,1.44
S137_1,step,roll,13197070.6,13197081.1,10.5,1.73
S137_1,step,roll,13197085.5,13197091.1,5.6,1.36
S137_1,step,roll,13197092.0,13197095.1,3.1,2.39
S137_1,step,roll,13197096.6,13197104.4,7.8,1.98
S137_1,step,roll,13197108.4,13197116.3,7.9,2.0
S137_1,step,roll,13197118.3,13197121.9,3.6,1.23
S137_1,step,yaw,13197161.1,13197185.8,24.7,2.04
S137_1,step,roll,13197185.9,13197193.8,7.9,1.99
S137_1,step,roll,13197195.0,13197214.0,19.0,3.42
S137_1,step,roll,13197215.3,13197219.0,3.7,1.57
S137_1,step,roll,13197220.4,13197227.5,7.1,1.16
S137_1,step,roll,13197239.669,13197245.3,5.63,1.43
S137_1,step,roll,13197246.8,13197254.7,7.9,1.4
S137_1,step,roll,13197286.4,13197290.2,3.8,1.83
S137_1,step,roll,13197295.3,13197323.3,28.0,3.36
S137_1,step,yaw,13197299.8,13197340.7,40.9,3.01
S137_1,step,roll,13197325.1,13197345.0,19.9,3.96
S137_1,step,roll,13197345.0,13197349.8,4.8,1.47
S137_1,step,roll,13197360.8,13197367.7,6.9,1.86
S137_1,step,roll,13197375.4,13197380.8,5.4,2.01
S137_1,step,roll,13197387.7,13197392.2,4.5,1.07
S137_1,step,roll,13197398.7,13197403.9,5.2,2.02
S137_1,step,roll,13197410.0,13197416.0,6.0,1.89
S137_1,step,roll,13197434.2,13197443.0,8.8,2.34
S137_1,step,roll,13197444.0,13197448.4,4.4,1.48
S137_1,step,yaw,13197450.4,13197465.1,14.7,3.88
S137_1,step,roll,13197466.3,13197504.1,37.8,4.99
S137_1,step,yaw,13197478.1,13197500.7,22.6,5.45
S137_1,step,roll,13197526.0,13197530.0,4.0,1.65
S137_1,step,roll,13197533.5,13197541.9,8.4,1.34
S137_1,step,roll,13197550.9,13197591.2,40.3,2.91
S137_1,step,roll,13197594.7,13197619.0,24.3,2.16
S137_1,step,roll,13197622.8,13197633.0,10.2,1.54
S137_1,step,roll,13197642.9,13197647.2,4.3,1.65
S137_1,step,roll,13197650.9,13197654.7,3.8,2.81
S137_1,step,roll,13197661.2,13197675.0,13.8,1.58
S137_1,step,roll,13197677.1,13197690.7,13.6,1.79
S137_1,step,yaw,13197701.7,13197739.2,37.5,2.29
S137_1,step,roll,13197724.9,13197728.8,3.9,1.53
S137_1,step,roll,13197740.8,13197801.1,60.3,2.93
S137_1,step,roll,13197802.5,13197805.7,3.2,3.0
S137_1,step,roll,13197811.5,13197816.1,4.6,2.17
